,ipere,feuillet,rang,ch_id,sdomi100,xdomi,ydomi,perslogi,autologi,srdomi,age,genre,permis,p_statut,p_mobil,hrede,motif,xorig,yorig,sorig100,srorig,xdest,ydest,sdest100,srdest,faclog,facper,f_menage,f_pers,f_chaine,mode,nb_bo,nb_depl,nb_lieux,ch_motif,ch_duree,ch_type_ind,ch_type_ouv,ch_type_fer,ch_type_simp,ch_type_comp,ch_mono_bo,ch_multi_bo,ch_contraint,ch_n_contraint,children,drivers,retired,walkscore,bikescore,transitscore
2903,178314,1108210,1,1.0,118,293732,5049375,6,1,4620613.0,58,2,2,5,1,1530,3,294505,5049355,118,4620613.0,293732,5049375,118,4620613.0,25.67,21.49,,,,MARCHE,1.0,2.0,2.0,MA,90.0,0.0,,1.0,1.0,,1.0,,,1.0,3,1,0,53.0,61.0,
2904,178315,1108210,2,1.0,118,293732,5049375,6,1,4620613.0,30,2,2,1,1,630,1,293732,5049375,118,4620613.0,299549,5040548,101,4620062.0,25.67,24.7,,T,T,TC,1.0,3.0,3.0,TR,870.0,0.0,,1.0,,1.0,1.0,,1.0,,3,1,0,53.0,61.0,
2905,178316,1108210,2,1.0,118,293732,5049375,6,1,4620613.0,30,2,2,1,1,1700,2,299549,5040548,101,4620062.0,297237,5047690,109,4620254.0,25.67,24.7,,,,TC,1.0,3.0,3.0,TR,870.0,0.0,,1.0,,1.0,1.0,,1.0,,3,1,0,53.0,61.0,
2906,178317,1108210,2,1.0,118,293732,5049375,6,1,4620613.0,30,2,2,1,1,2100,3,297237,5047690,109,4620254.0,293732,5049375,118,4620613.0,25.67,24.7,,,,TC,1.0,3.0,3.0,TR,870.0,0.0,,1.0,,1.0,1.0,,1.0,,3,1,0,53.0,61.0,
2907,178318,1108210,3,1.0,118,293732,5049375,6,1,4620613.0,16,2,2,3,1,730,2,293732,5049375,118,4620613.0,293890,5051019,118,4620616.0,25.67,30.92,,T,T,TC,1.0,2.0,2.0,ET,510.0,0.0,,1.0,1.0,,1.0,,1.0,,3,1,0,53.0,61.0,
2908,178319,1108210,3,1.0,118,293732,5049375,6,1,4620613.0,16,2,2,3,1,1600,3,293890,5051019,118,4620616.0,293732,5049375,118,4620613.0,25.67,30.92,,,,TC,1.0,2.0,2.0,ET,510.0,0.0,,1.0,1.0,,1.0,,1.0,,3,1,0,53.0,61.0,
2909,178320,1108210,4,,118,293732,5049375,6,1,4620613.0,60,1,1,5,2,0,7,0,0,0,,0,0,0,,25.67,24.81,,T,,,,,,,,,,,,,,,,,3,1,0,53.0,61.0,
2910,178321,1108210,5,1.0,118,293732,5049375,6,1,4620613.0,13,2,5,3,1,730,2,293732,5049375,118,4620613.0,293890,5051019,118,4620616.0,25.67,27.4,,T,T,TC,1.0,2.0,2.0,ET,510.0,0.0,,1.0,1.0,,1.0,,1.0,,3,1,0,53.0,61.0,
2911,178322,1108210,5,1.0,118,293732,5049375,6,1,4620613.0,13,2,5,3,1,1600,3,293890,5051019,118,4620616.0,293732,5049375,118,4620613.0,25.67,27.4,,,,TC,1.0,2.0,2.0,ET,510.0,0.0,,1.0,1.0,,1.0,,1.0,,3,1,0,53.0,61.0,
2912,178323,1108210,6,1.0,118,293732,5049375,6,1,4620613.0,11,1,5,3,1,730,2,293732,5049375,118,4620613.0,294449,5050539,118,4620616.0,25.67,36.55,,T,T,BS,1.0,2.0,2.0,ET,480.0,0.0,,1.0,1.0,,1.0,,1.0,,3,1,0,53.0,61.0,
2913,178324,1108210,6,1.0,118,293732,5049375,6,1,4620613.0,11,1,5,3,1,1530,3,294449,5050539,118,4620616.0,293732,5049375,118,4620613.0,25.67,36.55,,,,BS,1.0,2.0,2.0,ET,480.0,0.0,,1.0,1.0,,1.0,,1.0,,3,1,0,53.0,61.0,
2914,178595,1108387,1,1.0,118,296413,5052448,1,0,4620610.01,66,1,2,4,1,1400,4,296413,5052448,118,4620610.01,292211,5047510,108,4620277.0,22.12,19.67,T,T,T,TC,1.0,2.0,2.0,LS,120.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,1,61.0,53.0,
2915,178596,1108387,1,1.0,118,296413,5052448,1,0,4620610.01,66,1,2,4,1,1600,3,292211,5047510,108,4620277.0,296413,5052448,118,4620610.01,22.12,19.67,,,,TC,1.0,2.0,2.0,LS,120.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,1,61.0,53.0,
2916,178843,1108549,1,1.0,118,294296,5052134,4,4,4620617.02,57,2,1,1,1,815,1,294296,5052134,118,4620617.02,276808,5059576,643,4620710.05,15.15,12.68,T,T,T,AC,1.0,3.0,3.0,TR,525.0,0.0,,1.0,,1.0,1.0,,1.0,,0,4,1,37.0,77.0,
2917,178844,1108549,1,1.0,118,294296,5052134,4,4,4620617.02,57,2,1,1,1,1530,5,276808,5059576,643,4620710.05,282293,5048877,404,4620657.01,15.15,12.68,,,,AC,1.0,3.0,3.0,TR,525.0,0.0,,1.0,,1.0,1.0,,1.0,,0,4,1,37.0,77.0,
2918,178845,1108549,1,1.0,118,294296,5052134,4,4,4620617.02,57,2,1,1,1,1700,3,282293,5048877,404,4620657.01,294296,5052134,118,4620617.02,15.15,12.68,,,,AC,1.0,3.0,3.0,TR,525.0,0.0,,1.0,,1.0,1.0,,1.0,,0,4,1,37.0,77.0,
2919,178846,1108549,2,,118,294296,5052134,4,4,4620617.02,65,1,1,4,2,0,7,0,0,0,,0,0,0,,15.15,13.47,,T,,,,,,,,,,,,,,,,,0,4,1,37.0,77.0,
2920,178847,1108549,3,1.0,118,294296,5052134,4,4,4620617.02,31,1,1,1,1,430,1,294296,5052134,118,4620617.02,296527,5037016,104,4620095.0,15.15,17.55,,T,T,PR,1.0,2.0,2.0,TR,600.0,0.0,,1.0,1.0,,1.0,,1.0,,0,4,1,37.0,77.0,
2921,178848,1108549,3,1.0,118,294296,5052134,4,4,4620617.02,31,1,1,1,1,1430,3,296527,5037016,104,4620095.0,294296,5052134,118,4620617.02,15.15,17.55,,,,PR,1.0,2.0,2.0,TR,600.0,0.0,,1.0,1.0,,1.0,,1.0,,0,4,1,37.0,77.0,
2922,178849,1108549,4,1.0,118,294296,5052134,4,4,4620617.02,26,2,1,3,1,930,2,294296,5052134,118,4620617.02,296276,5052896,118,4620610.01,15.15,20.73,,T,T,AC,1.0,2.0,2.0,ET,375.0,0.0,,1.0,1.0,,1.0,,1.0,,0,4,1,37.0,77.0,
2923,178850,1108549,4,1.0,118,294296,5052134,4,4,4620617.02,26,2,1,3,1,1545,3,296276,5052896,118,4620610.01,294296,5052134,118,4620617.02,15.15,20.73,,,,AC,1.0,2.0,2.0,ET,375.0,0.0,,1.0,1.0,,1.0,,1.0,,0,4,1,37.0,77.0,
2924,178851,1108549,4,2.0,118,294296,5052134,4,4,4620617.02,26,2,1,3,1,1600,5,294296,5052134,118,4620617.02,295499,5051961,118,4620610.02,15.15,20.73,,,T,AC,1.0,2.0,2.0,MA,30.0,0.0,,1.0,1.0,,1.0,,,1.0,0,4,1,37.0,77.0,
2925,178852,1108549,4,2.0,118,294296,5052134,4,4,4620617.02,26,2,1,3,1,1630,3,295499,5051961,118,4620610.02,294296,5052134,118,4620617.02,15.15,20.73,,,,AC,1.0,2.0,2.0,MA,30.0,0.0,,1.0,1.0,,1.0,,,1.0,0,4,1,37.0,77.0,
2926,179093,1108705,1,1.0,118,293439,5049804,5,2,4620614.0,37,1,1,1,1,630,1,293439,5049804,118,4620614.0,299474,5045523,110,4620187.04,23.71,24.86,T,T,T,AC,1.0,2.0,2.0,TR,690.0,0.0,,1.0,1.0,,1.0,,1.0,,3,2,0,51.0,70.0,
2927,179094,1108705,1,1.0,118,293439,5049804,5,2,4620614.0,37,1,1,1,1,1800,3,299474,5045523,110,4620187.04,293439,5049804,118,4620614.0,23.71,24.86,,,,AC,1.0,2.0,2.0,TR,690.0,0.0,,1.0,1.0,,1.0,,1.0,,3,2,0,51.0,70.0,
2928,179095,1108705,2,1.0,118,293439,5049804,5,2,4620614.0,41,2,1,1,1,720,6,293439,5049804,118,4620614.0,293582,5049989,118,4620615.0,23.71,21.07,,T,T,AC,2.0,4.0,3.0,TR,580.0,0.0,,1.0,,1.0,,1.0,1.0,,3,2,0,51.0,70.0,
2929,179096,1108705,2,1.0,118,293439,5049804,5,2,4620614.0,41,2,1,1,1,730,1,293582,5049989,118,4620615.0,292315,5047940,108,4620276.0,23.71,21.07,,,,AC,2.0,4.0,3.0,TR,580.0,0.0,,1.0,,1.0,,1.0,1.0,,3,2,0,51.0,70.0,
2930,179097,1108705,2,1.0,118,293439,5049804,5,2,4620614.0,41,2,1,1,1,1615,6,292315,5047940,108,4620276.0,293582,5049989,118,4620615.0,23.71,21.07,,,,AC,2.0,4.0,3.0,TR,580.0,0.0,,1.0,,1.0,,1.0,1.0,,3,2,0,51.0,70.0,
2931,179098,1108705,2,1.0,118,293439,5049804,5,2,4620614.0,41,2,1,1,1,1700,3,293582,5049989,118,4620615.0,293439,5049804,118,4620614.0,23.71,21.07,,,,AC,2.0,4.0,3.0,TR,580.0,0.0,,1.0,,1.0,,1.0,1.0,,3,2,0,51.0,70.0,
2932,179099,1108705,3,1.0,118,293439,5049804,5,2,4620614.0,7,2,5,3,1,720,2,293439,5049804,118,4620614.0,293582,5049989,118,4620615.0,23.71,25.3,,T,T,AP,1.0,2.0,2.0,ET,535.0,0.0,,1.0,1.0,,1.0,,1.0,,3,2,0,51.0,70.0,
2933,179100,1108705,3,1.0,118,293439,5049804,5,2,4620614.0,7,2,5,3,1,1615,3,293582,5049989,118,4620615.0,293439,5049804,118,4620614.0,23.71,25.3,,,,AP,1.0,2.0,2.0,ET,535.0,0.0,,1.0,1.0,,1.0,,1.0,,3,2,0,51.0,70.0,
2934,179101,1108705,4,1.0,118,293439,5049804,5,2,4620614.0,5,1,5,3,1,720,2,293439,5049804,118,4620614.0,293582,5049989,118,4620615.0,23.71,20.86,,T,T,AP,1.0,2.0,2.0,ET,540.0,0.0,,1.0,1.0,,1.0,,1.0,,3,2,0,51.0,70.0,
2935,179102,1108705,4,1.0,118,293439,5049804,5,2,4620614.0,5,1,5,3,1,1620,3,293582,5049989,118,4620615.0,293439,5049804,118,4620614.0,23.71,20.86,,,,AP,1.0,2.0,2.0,ET,540.0,0.0,,1.0,1.0,,1.0,,1.0,,3,2,0,51.0,70.0,
2936,179103,1108705,5,,118,293439,5049804,5,2,4620614.0,2,2,5,6,3,0,7,0,0,0,,0,0,0,,23.71,25.65,,T,,,,,,,,,,,,,,,,,3,2,0,51.0,70.0,
2937,179216,1108794,1,1.0,118,295122,5053047,4,2,4620610.03,39,1,1,1,1,710,6,295122,5053047,118,4620610.03,294745,5053254,118,4620610.03,23.71,24.86,T,T,T,AC,1.0,4.0,4.0,TR,470.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2938,179217,1108794,1,1.0,118,295122,5053047,4,2,4620610.03,39,1,1,1,1,712,6,294745,5053254,118,4620610.03,294732,5053034,118,4620610.03,23.71,24.86,,,,AC,1.0,4.0,4.0,TR,470.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2939,179218,1108794,1,1.0,118,295122,5053047,4,2,4620610.03,39,1,1,1,1,714,1,294732,5053034,118,4620610.03,297618,5043449,106,4620173.0,23.71,24.86,,,,AC,1.0,4.0,4.0,TR,470.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2940,179219,1108794,1,1.0,118,295122,5053047,4,2,4620610.03,39,1,1,1,1,1500,3,297618,5043449,106,4620173.0,295122,5053047,118,4620610.03,23.71,24.86,,,,AC,1.0,4.0,4.0,TR,470.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2941,179220,1108794,1,2.0,118,295122,5053047,4,2,4620610.03,39,1,1,1,1,1650,6,295122,5053047,118,4620610.03,294745,5053254,118,4620610.03,23.71,24.86,,,T,AC,1.0,4.0,4.0,RC,125.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2942,179221,1108794,1,2.0,118,295122,5053047,4,2,4620610.03,39,1,1,1,1,1653,6,294745,5053254,118,4620610.03,294732,5053034,118,4620610.03,23.71,24.86,,,,AC,1.0,4.0,4.0,RC,125.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2943,179222,1108794,1,2.0,118,295122,5053047,4,2,4620610.03,39,1,1,1,1,1655,5,294732,5053034,118,4620610.03,295326,5051714,118,4620611.02,23.71,24.86,,,,AC,1.0,4.0,4.0,RC,125.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2944,179223,1108794,1,2.0,118,295122,5053047,4,2,4620610.03,39,1,1,1,1,1855,3,295326,5051714,118,4620611.02,295122,5053047,118,4620610.03,23.71,24.86,,,,AC,1.0,4.0,4.0,RC,125.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2945,179224,1108794,2,1.0,118,295122,5053047,4,2,4620610.03,36,2,1,1,1,1650,6,295122,5053047,118,4620610.03,294745,5053254,118,4620610.03,23.71,28.26,,T,T,AP,1.0,4.0,4.0,RC,125.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2946,179225,1108794,2,1.0,118,295122,5053047,4,2,4620610.03,36,2,1,1,1,1653,6,294745,5053254,118,4620610.03,294732,5053034,118,4620610.03,23.71,28.26,,,,AP,1.0,4.0,4.0,RC,125.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2947,179226,1108794,2,1.0,118,295122,5053047,4,2,4620610.03,36,2,1,1,1,1654,5,294732,5053034,118,4620610.03,295326,5051714,118,4620611.02,23.71,28.26,,,,AP,1.0,4.0,4.0,RC,125.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2948,179227,1108794,2,1.0,118,295122,5053047,4,2,4620610.03,36,2,1,1,1,1855,3,295326,5051714,118,4620611.02,295122,5053047,118,4620610.03,23.71,28.26,,,,AP,1.0,4.0,4.0,RC,125.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2949,179228,1108794,3,1.0,118,295122,5053047,4,2,4620610.03,8,1,5,3,1,710,2,295122,5053047,118,4620610.03,294745,5053254,118,4620610.03,23.71,20.86,,T,T,AP,1.0,4.0,4.0,ET,705.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2950,179229,1108794,3,1.0,118,295122,5053047,4,2,4620610.03,8,1,5,3,1,1653,6,294745,5053254,118,4620610.03,294732,5053034,118,4620610.03,23.71,20.86,,,,AP,1.0,4.0,4.0,ET,705.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2951,179230,1108794,3,1.0,118,295122,5053047,4,2,4620610.03,8,1,5,3,1,1654,5,294732,5053034,118,4620610.03,295326,5051714,118,4620611.02,23.71,20.86,,,,AP,1.0,4.0,4.0,ET,705.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2952,179231,1108794,3,1.0,118,295122,5053047,4,2,4620610.03,8,1,5,3,1,1855,3,295326,5051714,118,4620611.02,295122,5053047,118,4620610.03,23.71,20.86,,,,AP,1.0,4.0,4.0,ET,705.0,0.0,,1.0,,1.0,1.0,,1.0,,2,2,0,49.0,57.0,
2953,179232,1108794,4,,118,295122,5053047,4,2,4620610.03,3,2,5,6,3,0,7,0,0,0,,0,0,0,,23.71,25.65,,T,,,,,,,,,,,,,,,,,2,2,0,49.0,57.0,
2954,179884,1109228,1,1.0,118,295356,5054137,1,0,4620610.07,60,2,2,4,1,900,5,295356,5054137,118,4620610.07,295326,5051714,118,4620611.02,22.24,21.33,T,T,T,TC,1.0,2.0,2.0,MA,240.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,1,32.0,60.0,
2955,179885,1109228,1,1.0,118,295356,5054137,1,0,4620610.07,60,2,2,4,1,1300,3,295326,5051714,118,4620611.02,295356,5054137,118,4620610.07,22.24,21.33,,,,TC,1.0,2.0,2.0,MA,240.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,1,32.0,60.0,
2956,179886,1109228,1,2.0,118,295356,5054137,1,0,4620610.07,60,2,2,4,1,1400,4,295356,5054137,118,4620610.07,295132,5053986,118,4620610.07,22.24,21.33,,,T,MARCHE,1.0,2.0,2.0,LS,150.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,1,32.0,60.0,
2957,179887,1109228,1,2.0,118,295356,5054137,1,0,4620610.07,60,2,2,4,1,1630,3,295132,5053986,118,4620610.07,295356,5054137,118,4620610.07,22.24,21.33,,,,MARCHE,1.0,2.0,2.0,LS,150.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,1,32.0,60.0,
2958,180634,1109673,1,1.0,118,295110,5052907,3,1,4620610.03,25,2,1,5,1,1950,5,295110,5052907,118,4620610.03,299951,5051037,116,4620593.01,28.96,39.63,T,T,T,AP,1.0,3.0,3.0,MA,137.0,0.0,,1.0,,1.0,1.0,,,1.0,1,2,0,53.0,57.0,
2959,180635,1109673,1,1.0,118,295110,5052907,3,1,4620610.03,25,2,1,5,1,2130,5,299951,5051037,116,4620593.01,295621,5051955,118,4620610.01,28.96,39.63,,,,AP,1.0,3.0,3.0,MA,137.0,0.0,,1.0,,1.0,1.0,,,1.0,1,2,0,53.0,57.0,
2960,180636,1109673,1,1.0,118,295110,5052907,3,1,4620610.03,25,2,1,5,1,2207,3,295621,5051955,118,4620610.01,295110,5052907,118,4620610.03,28.96,39.63,,,,AP,1.0,3.0,3.0,MA,137.0,0.0,,1.0,,1.0,1.0,,,1.0,1,2,0,53.0,57.0,
2961,180637,1109673,2,1.0,118,295110,5052907,3,1,4620610.03,28,1,1,1,1,530,1,295110,5052907,118,4620610.03,299133,5040683,101,4620062.0,28.96,38.9,,T,T,PR,1.0,2.0,2.0,TR,630.0,0.0,,1.0,1.0,,1.0,,1.0,,1,2,0,53.0,57.0,
2962,180638,1109673,2,1.0,118,295110,5052907,3,1,4620610.03,28,1,1,1,1,1600,3,299133,5040683,101,4620062.0,295110,5052907,118,4620610.03,28.96,38.9,,,,PR,1.0,2.0,2.0,TR,630.0,0.0,,1.0,1.0,,1.0,,1.0,,1,2,0,53.0,57.0,
2963,180639,1109673,2,2.0,118,295110,5052907,3,1,4620610.03,28,1,1,1,1,1950,5,295110,5052907,118,4620610.03,299951,5051037,116,4620593.01,28.96,38.9,,,T,AC,1.0,3.0,3.0,MA,137.0,0.0,,1.0,,1.0,1.0,,,1.0,1,2,0,53.0,57.0,
2964,180640,1109673,2,2.0,118,295110,5052907,3,1,4620610.03,28,1,1,1,1,2130,5,299951,5051037,116,4620593.01,295621,5051955,118,4620610.01,28.96,38.9,,,,AC,1.0,3.0,3.0,MA,137.0,0.0,,1.0,,1.0,1.0,,,1.0,1,2,0,53.0,57.0,
2965,180641,1109673,2,2.0,118,295110,5052907,3,1,4620610.03,28,1,1,1,1,2207,3,295621,5051955,118,4620610.01,295110,5052907,118,4620610.03,28.96,38.9,,,,AC,1.0,3.0,3.0,MA,137.0,0.0,,1.0,,1.0,1.0,,,1.0,1,2,0,53.0,57.0,
2966,180642,1109673,3,,118,295110,5052907,3,1,4620610.03,0,1,5,6,3,0,7,0,0,0,,0,0,0,,28.96,29.21,,T,,,,,,,,,,,,,,,,,1,2,0,53.0,57.0,
2967,180762,1109734,1,,118,293432,5050057,1,0,4620615.0,82,1,2,4,2,0,7,0,0,0,,0,0,0,,22.12,22.87,T,T,,,,,,,,,,,,,,,,,0,0,1,51.0,71.0,
2968,181226,1110028,1,,118,295403,5053481,1,0,4620610.04,70,2,1,4,2,0,7,0,0,0,,0,0,0,,23.41,23.45,T,T,,,,,,,,,,,,,,,,,0,1,1,48.0,58.0,
2969,181558,1110240,1,,118,294541,5052782,1,1,4620617.01,75,2,1,4,2,0,7,0,0,0,,0,0,0,,29.31,29.36,T,T,,,,,,,,,,,,,,,,,0,1,1,38.0,68.0,
2970,181642,1110285,1,1.0,118,293172,5050258,2,2,4620619.0,78,1,1,4,1,830,6,293172,5050258,118,4620619.0,285840,5045408,403,4620645.0,17.14,17.72,T,T,T,AC,1.0,2.0,2.0,AT,300.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,2,46.0,74.0,
2971,181643,1110285,1,1.0,118,293172,5050258,2,2,4620619.0,78,1,1,4,1,1330,3,285840,5045408,403,4620645.0,293172,5050258,118,4620619.0,17.14,17.72,,,,AC,1.0,2.0,2.0,AT,300.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,2,46.0,74.0,
2972,181644,1110285,2,1.0,118,293172,5050258,2,2,4620619.0,75,2,1,4,1,830,6,293172,5050258,118,4620619.0,285840,5045408,403,4620645.0,17.14,17.17,,T,T,AP,1.0,2.0,2.0,AT,300.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,2,46.0,74.0,
2973,181645,1110285,2,1.0,118,293172,5050258,2,2,4620619.0,75,2,1,4,1,1330,3,285840,5045408,403,4620645.0,293172,5050258,118,4620619.0,17.14,17.17,,,,AP,1.0,2.0,2.0,AT,300.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,2,46.0,74.0,
2974,181821,1110404,1,1.0,118,294675,5050587,1,1,4620616.0,62,1,1,4,1,1030,5,294675,5050587,118,4620616.0,295432,5051871,118,4620611.02,20.67,19.97,T,T,T,VELO,1.0,2.0,2.0,MA,120.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,1,64.0,53.0,
2975,181822,1110404,1,1.0,118,294675,5050587,1,1,4620616.0,62,1,1,4,1,1230,3,295432,5051871,118,4620611.02,294675,5050587,118,4620616.0,20.67,19.97,,,,VELO,1.0,2.0,2.0,MA,120.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,1,64.0,53.0,
2976,181823,1110404,1,2.0,118,294675,5050587,1,1,4620616.0,62,1,1,4,1,1400,5,294675,5050587,118,4620616.0,294579,5050774,118,4620616.0,20.67,19.97,,,T,MARCHE,1.0,2.0,2.0,MA,20.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,1,64.0,53.0,
2977,181824,1110404,1,2.0,118,294675,5050587,1,1,4620616.0,62,1,1,4,1,1420,3,294579,5050774,118,4620616.0,294675,5050587,118,4620616.0,20.67,19.97,,,,MARCHE,1.0,2.0,2.0,MA,20.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,1,64.0,53.0,
2978,182669,1110846,1,1.0,118,293519,5050623,2,2,4620619.0,56,1,1,1,1,715,1,293519,5050623,118,4620619.0,288083,5043652,108,4620285.0,16.02,16.41,T,T,T,AC,1.0,2.0,2.0,TR,525.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,0,53.0,70.0,
2979,182670,1110846,1,1.0,118,293519,5050623,2,2,4620619.0,56,1,1,1,1,1600,3,288083,5043652,108,4620285.0,293519,5050623,118,4620619.0,16.02,16.41,,,,AC,1.0,2.0,2.0,TR,525.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,0,53.0,70.0,
2980,182671,1110846,2,1.0,118,293519,5050623,2,2,4620619.0,54,2,1,1,1,1930,1,293519,5050623,118,4620619.0,293500,5049556,118,4620614.0,16.02,15.57,,T,T,AC,1.0,2.0,2.0,TR,240.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,0,53.0,70.0,
2981,182672,1110846,2,1.0,118,293519,5050623,2,2,4620619.0,54,2,1,1,1,2330,3,293500,5049556,118,4620614.0,293519,5050623,118,4620619.0,16.02,15.57,,,,AC,1.0,2.0,2.0,TR,240.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,0,53.0,70.0,
2982,182885,1110972,1,,118,295432,5052292,2,2,4620610.02,60,2,1,4,2,0,7,0,0,0,,0,0,0,,16.02,15.36,T,T,,,,,,,,,,,,,,,,,0,2,1,75.0,59.0,
2983,182886,1110972,2,1.0,118,295432,5052292,2,2,4620610.02,56,1,1,1,1,1000,1,295432,5052292,118,4620610.02,295350,5054231,118,4620610.03,16.02,16.41,,T,T,AC,1.0,2.0,2.0,TR,630.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,1,75.0,59.0,
2984,182887,1110972,2,1.0,118,295432,5052292,2,2,4620610.02,56,1,1,1,1,2030,3,295350,5054231,118,4620610.03,295432,5052292,118,4620610.02,16.02,16.41,,,,AC,1.0,2.0,2.0,TR,630.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,1,75.0,59.0,
2985,183012,1111072,1,1.0,118,294637,5049513,2,2,4620612.0,65,2,1,4,1,900,4,294637,5049513,118,4620612.0,296887,5045423,107,4620207.0,24.33,20.21,T,T,T,AC,1.0,2.0,2.0,LS,120.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,1,61.0,56.0,
2986,183013,1111072,1,1.0,118,294637,5049513,2,2,4620612.0,65,2,1,4,1,1100,3,296887,5045423,107,4620207.0,294637,5049513,118,4620612.0,24.33,20.21,,,,AC,1.0,2.0,2.0,LS,120.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,1,61.0,56.0,
2987,183014,1111072,1,2.0,118,294637,5049513,2,2,4620612.0,65,2,1,4,1,1845,4,294637,5049513,118,4620612.0,300533,5046081,110,4620188.02,24.33,20.21,,,T,AP,1.0,2.0,2.0,LS,135.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,1,61.0,56.0,
2988,183015,1111072,1,2.0,118,294637,5049513,2,2,4620612.0,65,2,1,4,1,2100,3,300533,5046081,110,4620188.02,294637,5049513,118,4620612.0,24.33,20.21,,,,AP,1.0,2.0,2.0,LS,135.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,1,61.0,56.0,
2989,183016,1111072,2,1.0,118,294637,5049513,2,2,4620612.0,30,2,1,1,1,720,1,294637,5049513,118,4620612.0,296386,5052305,118,4620610.01,24.33,23.41,,T,T,AC,1.0,2.0,2.0,TR,580.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,1,61.0,56.0,
2990,183017,1111072,2,1.0,118,294637,5049513,2,2,4620612.0,30,2,1,1,1,1700,3,296386,5052305,118,4620610.01,294637,5049513,118,4620612.0,24.33,23.41,,,,AC,1.0,2.0,2.0,TR,580.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,1,61.0,56.0,
2991,183018,1111072,2,2.0,118,294637,5049513,2,2,4620612.0,30,2,1,1,1,1845,4,294637,5049513,118,4620612.0,300533,5046081,110,4620188.02,24.33,23.41,,,T,AP,1.0,2.0,2.0,LS,135.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,1,61.0,56.0,
2992,183019,1111072,2,2.0,118,294637,5049513,2,2,4620612.0,30,2,1,1,1,2100,3,300533,5046081,110,4620188.02,294637,5049513,118,4620612.0,24.33,23.41,,,,AP,1.0,2.0,2.0,LS,135.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,1,61.0,56.0,
2993,183180,1111189,1,1.0,118,294644,5050492,3,1,4620612.0,46,2,1,1,1,730,1,294644,5050492,118,4620612.0,294449,5050539,118,4620616.0,27.36,30.9,T,T,T,MARCHE,1.0,2.0,2.0,TR,510.0,0.0,,1.0,1.0,,1.0,,1.0,,2,1,0,63.0,53.0,
2994,183181,1111189,1,1.0,118,294644,5050492,3,1,4620612.0,46,2,1,1,1,1600,3,294449,5050539,118,4620616.0,294644,5050492,118,4620612.0,27.36,30.9,,,,MARCHE,1.0,2.0,2.0,TR,510.0,0.0,,1.0,1.0,,1.0,,1.0,,2,1,0,63.0,53.0,
